Unnamed: 0,Company Name, Location,Datum,Detail,Status Rocket, Rocket,Status Mission
881,ULA,"Satish Dhawan Space Centre, India",1994-01-03 00:08,Long March 3B,StatusActive,,Success
882,SpaceX,"Cape Canaveral, FL, USA",1975-11-24 16:53,Proton-M,StatusRetired,89.7,Failure
883,SpaceX,"Wenchang, China",1964-10-20 00:02,Antares,StatusRetired,39.7,Prelaunch Failure
884,CASC,"Satish Dhawan Space Centre, India",2004-12-11 14:25,PSLV,StatusRetired,110.6,Success
885,Northrop,"Tanegashima Space Center, Japan",2001-07-01 20:30,Vulcan,StatusRetired,195.1,Success
886,Arianespace,"Cape Canaveral, FL, USA",1957-10-06 22:29,Electron,StatusActive,305.4,Success
887,CASC,"Jiuquan, China",1978-09-26 09:07,Delta II,StatusRetired,,Failure
888,Roscosmos,"Guiana Space Centre, French Guiana",2008-10-11 11:24,Ariane 5,StatusRetired,,Success
889,RVSN USSR,"Guiana Space Centre, French Guiana",1973-09-27 21:14,Proton-M,StatusActive,,Success
890,CASC,"Satish Dhawan Space Centre, India",2019-10-01 08:55,Electron,StatusActive,92.3,Success
891,SpaceX,"Tanegashima Space Center, Japan",1963-11-21 09:19,PSLV,StatusActive,,Partial Failure
892,ULA,"Tanegashima Space Center, Japan",1981-03-07 08:46,Ariane 5,StatusActive,298.9,Partial Failure
893,JAXA,"Guiana Space Centre, French Guiana",2001-11-06 22:52,Starship,StatusActive,,Success
894,SpaceX,"Cape Canaveral, FL, USA",1960-05-14 20:00,Ariane 5,StatusActive,58.1,Failure
895,CASC,"Wenchang, China",1992-08-02 01:57,Vega,StatusActive,,Partial Failure
896,SpaceX,"Satish Dhawan Space Centre, India",1962-08-27 18:13,Atlas V,StatusActive,111.2,Failure
897,SpaceX,"Wenchang, China",2016-04-04 07:37,Ariane 5,StatusRetired,,Success
898,ULA,"Plesetsk Cosmodrome, Russia",1987-12-11 11:25,Proton-M,StatusActive,288.9,Failure
899,Arianespace,"Baikonur Cosmodrome, Kazakhstan",1975-11-15 14:45,Long March 3B,StatusActive,456.6,Success
900,ESA,"Vandenberg AFB, CA, USA",2017-11-18 20:00,Atlas V,StatusRetired,77.1,Success
901,Roscosmos,"Plesetsk Cosmodrome, Russia",2000-01-27 10:27,PSLV,StatusRetired,,Success
902,ULA,"Kennedy Space Center, FL, USA",2010-01-01 02:50,Starship,StatusActive,,Success
903,CASC,"Jiuquan, China",1995-04-03 17:51,Antares,StatusRetired,406.6,Success
904,ULA,"Vandenberg AFB, CA, USA",1983-06-03 01:31,Soyuz,StatusActive,,Partial Failure
905,SpaceX,"Jiuquan, China",1966-08-28 06:07,H-IIA,StatusActive,,Failure
906,RVSN USSR,"Satish Dhawan Space Centre, India",1982-06-07 18:53,PSLV,StatusActive,754.3,Success
907,Blue Origin,"Plesetsk Cosmodrome, Russia",1975-12-01 14:41,Ariane 5,StatusRetired,,Success
908,Arianespace,"Tanegashima Space Center, Japan",1995-09-25 21:28,Proton-M,StatusActive,,Success
909,SpaceX,"Guiana Space Centre, French Guiana",2018-09-11 00:37,Delta II,StatusRetired,108.2,Success
910,SpaceX,"Guiana Space Centre, French Guiana",1959-02-06 12:45,Falcon 9,StatusActive,278.2,Success
911,Northrop,"Wenchang, China",2001-10-20 02:42,Starship,StatusRetired,,Success
912,Northrop,"Vandenberg AFB, CA, USA",1969-01-03 02:18,H-IIA,StatusActive,83.3,Success
913,ESA,"Kennedy Space Center, FL, USA",2006-02-19 09:26,PSLV,StatusRetired,268.4,Success
914,JAXA,"Plesetsk Cosmodrome, Russia",1984-05-02 14:10,Vega,StatusRetired,294.3,Failure
915,ULA,"Guiana Space Centre, French Guiana",2018-04-18 14:25,Electron,StatusRetired,,Success
916,Roscosmos,"Cape Canaveral, FL, USA",2014-04-12 23:12,Falcon 9,StatusActive,103.9,Success
917,Northrop,"Tanegashima Space Center, Japan",1976-09-10 04:03,Starship,StatusRetired,86.0,Prelaunch Failure
918,ULA,"Jiuquan, China",1984-11-05 12:08,H-IIA,StatusRetired,239.5,Failure
919,ULA,"Satish Dhawan Space Centre, India",1964-08-09 16:33,Long March 3B,StatusActive,,Success
920,Roscosmos,"Wenchang, China",2017-06-02 23:36,Antares,StatusRetired,,Success
921,Roscosmos,"Vandenberg AFB, CA, USA",2019-01-02 15:06,Delta II,StatusRetired,126.2,Success
922,Roscosmos,"Baikonur Cosmodrome, Kazakhstan",1997-02-28 00:59,Vega,StatusRetired,,Success
923,Roscosmos,"Guiana Space Centre, French Guiana",1995-06-06 11:20,H-IIA,StatusActive,191.3,Success
924,Boeing,"Wenchang, China",1957-11-10 10:43,Ariane 5,StatusRetired,174.8,Success
925,Roscosmos,"Cape Canaveral, FL, USA",1959-02-18 18:57,H-IIA,StatusActive,1773.4,Partial Failure
926,ULA,"Cape Canaveral, FL, USA",1969-10-12 11:43,Proton-M,StatusRetired,69.3,Failure
927,Northrop,"Kennedy Space Center, FL, USA",1984-05-04 13:33,Proton-M,StatusRetired,,Success
928,ULA,"Vandenberg AFB, CA, USA",2018-05-22 01:24,Proton-M,StatusRetired,57.0,Success
929,Arianespace,"Kennedy Space Center, FL, USA",2013-06-21 03:51,PSLV,StatusActive,1032.6,Success
930,SpaceX,"Vandenberg AFB, CA, USA",2019-06-17 22:25,Delta II,StatusRetired,813.4,Success
931,Roscosmos,"Guiana Space Centre, French Guiana",2016-06-15 15:09,Delta II,StatusActive,30.9,Failure
932,Roscosmos,"Plesetsk Cosmodrome, Russia",2005-02-06 12:01,Electron,StatusRetired,125.9,Success
933,Rocket Lab,"Satish Dhawan Space Centre, India",1981-10-16 02:18,PSLV,StatusRetired,153.9,Prelaunch Failure
934,CASC,"Jiuquan, China",2012-03-17 05:18,Starship,StatusRetired,,Success
935,CASC,"Jiuquan, China",1989-06-03 20:51,Delta II,StatusActive,91.5,Success
936,Arianespace,"Plesetsk Cosmodrome, Russia",1994-08-10 18:07,Proton-M,StatusActive,320.8,Success
937,SpaceX,"Cape Canaveral, FL, USA",2009-12-05 13:09,Starship,StatusActive,,Success
938,JAXA,"Tanegashima Space Center, Japan",1962-11-14 02:37,Proton-M,StatusRetired,332.6,Failure
939,Arianespace,"Satish Dhawan Space Centre, India",2014-12-26 14:22,Soyuz,StatusActive,,Success
940,Roscosmos,"Guiana Space Centre, French Guiana",2000-01-21 22:17,Vulcan,StatusRetired,104.1,Success
941,Northrop,"Plesetsk Cosmodrome, Russia",2001-01-13 13:18,Antares,StatusRetired,,Success
942,ULA,"Satish Dhawan Space Centre, India",1988-11-26 09:46,H-IIA,StatusActive,,Failure
943,RVSN USSR,"Jiuquan, China",2001-02-06 03:54,Antares,StatusActive,92.3,Success
944,ULA,"Satish Dhawan Space Centre, India",2017-11-12 01:02,Electron,StatusActive,117.6,Success
945,Arianespace,"Vandenberg AFB, CA, USA",2003-12-26 06:54,Delta II,StatusActive,30.7,Success
946,RVSN USSR,"Wenchang, China",1977-12-08 15:30,Atlas V,StatusRetired,,Success
947,RVSN USSR,"Vandenberg AFB, CA, USA",1972-06-05 09:18,Electron,StatusRetired,96.2,Partial Failure
948,SpaceX,"Plesetsk Cosmodrome, Russia",2010-09-15 16:27,Vulcan,StatusRetired,,Success
949,SpaceX,"Guiana Space Centre, French Guiana",1977-04-27 18:36,Proton-M,StatusActive,,Partial Failure
950,SpaceX,"Baikonur Cosmodrome, Kazakhstan",1967-03-16 22:19,H-IIA,StatusRetired,,Partial Failure
951,Arianespace,"Kennedy Space Center, FL, USA",2016-12-01 12:12,Falcon 9,StatusActive,,Success
952,Rocket Lab,"Kennedy Space Center, FL, USA",1993-08-16 10:10,Vega,StatusActive,43.8,Success
953,Roscosmos,"Baikonur Cosmodrome, Kazakhstan",1992-11-05 15:14,Vulcan,StatusRetired,543.9,Failure
954,CASC,"Satish Dhawan Space Centre, India",1991-10-03 16:53,Vulcan,StatusRetired,,Partial Failure
955,RVSN USSR,"Baikonur Cosmodrome, Kazakhstan",1975-09-20 17:27,Atlas V,StatusActive,222.4,Success
956,ULA,"Kennedy Space Center, FL, USA",1976-12-15 18:03,Atlas V,StatusRetired,,Partial Failure
957,CASC,"Cape Canaveral, FL, USA",2013-11-13 21:21,Vega,StatusRetired,204.1,Failure
958,MHI,"Jiuquan, China",1974-05-24 22:36,PSLV,StatusRetired,53.9,Failure
959,ESA,"Kennedy Space Center, FL, USA",2003-09-16 06:33,Vulcan,StatusActive,,Failure
960,ESA,"Kennedy Space Center, FL, USA",1997-02-23 00:43,Delta II,StatusRetired,67.5,Success
961,ULA,"Cape Canaveral, FL, USA",2005-03-11 09:39,Atlas V,StatusRetired,,Success
962,ISRO,"Kennedy Space Center, FL, USA",1970-07-21 00:11,Vulcan,StatusRetired,68.5,Success
963,SpaceX,"Satish Dhawan Space Centre, India",1971-07-02 01:58,Falcon 9,StatusRetired,,Success
964,Roscosmos,"Cape Canaveral, FL, USA",1987-06-22 09:21,H-IIA,StatusRetired,289.9,Failure
965,Virgin Orbit,"Jiuquan, China",1957-06-27 16:25,Electron,StatusRetired,406.4,Success
966,Arianespace,"Guiana Space Centre, French Guiana",2009-02-06 02:06,PSLV,StatusActive,,Success
967,ISRO,"Vandenberg AFB, CA, USA",2010-10-26 11:07,Ariane 5,StatusRetired,,Failure
968,ULA,"Guiana Space Centre, French Guiana",2010-06-26 19:11,Ariane 5,StatusActive,179.5,Success
969,SpaceX,"Cape Canaveral, FL, USA",1959-04-27 02:16,Vega,StatusActive,,Failure
970,JAXA,"Cape Canaveral, FL, USA",1972-12-06 08:09,H-IIA,StatusRetired,,Failure
971,SpaceX,"Plesetsk Cosmodrome, Russia",1979-03-14 21:37,H-IIA,StatusActive,1058.2,Success
972,Roscosmos,"Wenchang, China",2013-11-25 00:21,Ariane 5,StatusRetired,142.8,Failure
973,SpaceX,"Wenchang, China",1967-02-11 11:36,Atlas V,StatusRetired,,Success
974,MHI,"Cape Canaveral, FL, USA",1968-01-08 12:26,Delta II,StatusRetired,,Failure
975,Arianespace,"Vandenberg AFB, CA, USA",1966-11-08 14:21,Vega,StatusRetired,641.5,Success
976,Arianespace,"Plesetsk Cosmodrome, Russia",1988-11-01 10:39,Ariane 5,StatusActive,,Success
977,SpaceX,"Baikonur Cosmodrome, Kazakhstan",1972-05-21 04:33,H-IIA,StatusRetired,348.8,Success
978,MHI,"Tanegashima Space Center, Japan",1964-02-07 11:59,PSLV,StatusRetired,195.0,Success
979,Boeing,"Vandenberg AFB, CA, USA",1994-02-06 01:57,Vulcan,StatusActive,1533.8,Success
980,JAXA,"Cape Canaveral, FL, USA",1968-07-21 15:52,Falcon 9,StatusActive,,Failure
981,ULA,"Cape Canaveral, FL, USA",1980-08-08 02:41,PSLV,StatusActive,,Success
982,ULA,"Vandenberg AFB, CA, USA",1984-10-19 18:07,Vulcan,StatusRetired,,Success
983,SpaceX,"Satish Dhawan Space Centre, India",2009-08-22 06:32,PSLV,StatusRetired,266.1,Success
984,Roscosmos,"Plesetsk Cosmodrome, Russia",1964-04-21 11:27,Delta II,StatusActive,164.9,Partial Failure
985,Arianespace,"Cape Canaveral, FL, USA",2014-01-24 04:47,Electron,StatusRetired,,Success
986,Rocket Lab,"Tanegashima Space Center, Japan",1984-11-20 03:16,Vega,StatusActive,627.2,Success
987,ISRO,"Baikonur Cosmodrome, Kazakhstan",1992-07-08 23:20,Ariane 5,StatusRetired,122.9,Partial Failure
988,CASC,"Guiana Space Centre, French Guiana",1982-01-26 01:30,Proton-M,StatusRetired,,Partial Failure
989,SpaceX,"Jiuquan, China",1964-11-14 11:32,Electron,StatusActive,,Success
990,ISRO,"Tanegashima Space Center, Japan",2014-04-18 11:43,H-IIA,StatusRetired,,Success
991,SpaceX,"Jiuquan, China",2016-08-25 11:50,PSLV,StatusRetired,108.6,Success
992,Arianespace,"Kennedy Space Center, FL, USA",2006-02-16 16:51,PSLV,StatusRetired,75.4,Partial Failure
993,Arianespace,"Satish Dhawan Space Centre, India",1984-06-09 23:23,Vega,StatusActive,120.7,Success
994,Roscosmos,"Tanegashima Space Center, Japan",1984-06-15 10:12,Electron,StatusActive,,Prelaunch Failure
995,ISRO,"Wenchang, China",1993-12-26 07:09,Long March 3B,StatusActive,,Success
996,CASC,"Satish Dhawan Space Centre, India",1997-09-10 07:19,Vulcan,StatusRetired,85.6,Success
997,SpaceX,"Wenchang, China",1992-05-22 07:08,H-IIA,StatusRetired,247.9,Failure
998,ULA,"Baikonur Cosmodrome, Kazakhstan",2020-10-16 06:13,Falcon 9,StatusActive,86.9,Success
999,JAXA,"Baikonur Cosmodrome, Kazakhstan",1983-04-04 01:56,Proton-M,StatusRetired,122.9,Failure
1000,Arianespace,"Baikonur Cosmodrome, Kazakhstan",2010-05-20 10:07,Antares,StatusActive,1205.5,Failure
1001,Arianespace,"Satish Dhawan Space Centre, India",2019-12-13 12:20,Starship,StatusActive,,Success
1002,MHI,"Baikonur Cosmodrome, Kazakhstan",1973-12-22 14:27,Ariane 5,StatusRetired,186.4,Failure
1003,MHI,"Vandenberg AFB, CA, USA",1965-10-05 02:22,Vulcan,StatusActive,192.7,Failure
1004,Blue Origin,"Jiuquan, China",1989-11-22 13:14,Vulcan,StatusActive,,Success
1005,ISRO,"Jiuquan, China",2009-05-07 01:50,Soyuz,StatusActive,97.5,Success
1006,Arianespace,"Plesetsk Cosmodrome, Russia",1976-08-23 11:56,Soyuz,StatusRetired,,Failure
1007,Arianespace,"Wenchang, China",1969-10-09 19:35,H-IIA,StatusRetired,164.8,Success
1008,CASC,"Jiuquan, China",1984-12-08 02:04,Ariane 5,StatusRetired,142.0,Success
1009,CASC,"Cape Canaveral, FL, USA",2004-08-16 02:56,New Glenn,StatusRetired,48.0,Success
1010,MHI,"Jiuquan, China",1985-02-06 14:18,Antares,StatusRetired,269.4,Partial Failure
1011,ISRO,"Cape Canaveral, FL, USA",1969-07-28 01:43,Electron,StatusActive,83.6,Success
1012,Boeing,"Plesetsk Cosmodrome, Russia",2002-08-16 04:53,Long March 3B,StatusRetired,1014.7,Success
1013,Arianespace,"Kennedy Space Center, FL, USA",1991-11-06 16:13,Falcon 9,StatusRetired,,Success
1014,RVSN USSR,"Satish Dhawan Space Centre, India",2017-06-14 21:09,Electron,StatusRetired,28.2,Success
1015,ISRO,"Tanegashima Space Center, Japan",1962-05-21 02:35,Proton-M,StatusRetired,,Failure
1016,SpaceX,"Kennedy Space Center, FL, USA",1974-11-01 05:55,Electron,StatusRetired,741.2,Success
1017,RVSN USSR,"Plesetsk Cosmodrome, Russia",2007-09-25 21:47,Antares,StatusActive,,Success
1018,Arianespace,"Jiuquan, China",2020-03-09 06:46,Long March 3B,StatusRetired,,Success
1019,SpaceX,"Jiuquan, China",1961-12-25 20:29,Proton-M,StatusActive,,Partial Failure
1020,Northrop,"Wenchang, China",2003-10-27 19:25,Antares,StatusRetired,119.4,Success
1021,Northrop,"Satish Dhawan Space Centre, India",1981-04-24 10:21,Soyuz,StatusActive,,Failure
1022,SpaceX,"Plesetsk Cosmodrome, Russia",1958-09-13 20:00,Atlas V,StatusActive,,Failure
1023,CASC,"Baikonur Cosmodrome, Kazakhstan",1966-06-26 04:12,Soyuz,StatusRetired,,Failure
1024,Blue Origin,"Tanegashima Space Center, Japan",2012-08-19 20:45,Atlas V,StatusActive,,Success
1025,Northrop,"Kennedy Space Center, FL, USA",1986-07-17 08:16,Ariane 5,StatusRetired,,Success
1026,Boeing,"Vandenberg AFB, CA, USA",2006-11-11 14:20,Starship,StatusRetired,169.3,Success
1027,Arianespace,"Vandenberg AFB, CA, USA",2015-02-28 06:58,New Glenn,StatusRetired,,Success
1028,SpaceX,"Vandenberg AFB, CA, USA",2001-03-28 21:21,H-IIA,StatusActive,327.5,Success
1029,Arianespace,"Plesetsk Cosmodrome, Russia",1961-01-08 11:54,Soyuz,StatusActive,,Failure
1030,Arianespace,"Baikonur Cosmodrome, Kazakhstan",2011-09-23 05:52,Vega,StatusActive,2243.7,Success
1031,Arianespace,"Guiana Space Centre, French Guiana",2012-07-05 15:25,Long March 3B,StatusRetired,878.2,Success
1032,Arianespace,"Vandenberg AFB, CA, USA",1989-01-10 04:08,Vega,StatusRetired,,Success
1033,Roscosmos,"Kennedy Space Center, FL, USA",2010-03-07 13:39,Antares,StatusRetired,486.3,Failure
1034,CASC,"Guiana Space Centre, French Guiana",1957-04-10 13:43,Vulcan,StatusRetired,,Partial Failure
1035,ISRO,"Tanegashima Space Center, Japan",1974-04-04 09:29,Ariane 5,StatusRetired,,Success
1036,Arianespace,"Wenchang, China",1988-05-09 19:51,Electron,StatusRetired,33.9,Success
1037,ULA,"Baikonur Cosmodrome, Kazakhstan",2003-03-27 20:44,Antares,StatusActive,103.7,Success
1038,SpaceX,"Wenchang, China",2005-03-26 18:46,Antares,StatusActive,405.8,Success
1039,ULA,"Kennedy Space Center, FL, USA",1967-01-14 07:22,PSLV,StatusActive,,Failure
1040,SpaceX,"Satish Dhawan Space Centre, India",1977-07-02 20:41,Vega,StatusActive,,Failure
1041,Rocket Lab,"Satish Dhawan Space Centre, India",1982-11-25 02:30,Electron,StatusRetired,,Success
1042,ISRO,"Vandenberg AFB, CA, USA",2019-10-09 20:34,Ariane 5,StatusRetired,118.0,Success
1043,ULA,"Kennedy Space Center, FL, USA",1981-01-21 04:15,Starship,StatusRetired,51.8,Success
1044,SpaceX,"Wenchang, China",1978-02-27 16:31,New Glenn,StatusRetired,,Failure
1045,Roscosmos,"Plesetsk Cosmodrome, Russia",2015-04-01 05:57,PSLV,StatusRetired,44.5,Success
1046,JAXA,"Guiana Space Centre, French Guiana",1983-04-23 19:19,Atlas V,StatusRetired,,Success
1047,Arianespace,"Vandenberg AFB, CA, USA",2005-05-10 15:55,Vega,StatusActive,286.5,Success
1048,Roscosmos,"Guiana Space Centre, French Guiana",1969-11-10 01:19,Ariane 5,StatusActive,,Success
1049,ISRO,"Jiuquan, China",1989-02-20 14:17,Starship,StatusActive,267.5,Success
1050,JAXA,"Jiuquan, China",1990-04-25 00:57,PSLV,StatusActive,335.8,Success
1051,ISRO,"Jiuquan, China",1997-01-22 18:43,Atlas V,StatusRetired,206.4,Success
1052,RVSN USSR,"Satish Dhawan Space Centre, India",1991-02-03 07:05,Ariane 5,StatusRetired,,Success
1053,MHI,"Cape Canaveral, FL, USA",2019-01-06 11:38,Ariane 5,StatusActive,90.3,Success
1054,CASC,"Kennedy Space Center, FL, USA",1957-10-26 17:53,Atlas V,StatusRetired,,Partial Failure
1055,Roscosmos,"Satish Dhawan Space Centre, India",1977-10-06 13:07,Atlas V,StatusRetired,72.6,Failure
1056,ISRO,"Kennedy Space Center, FL, USA",2004-04-21 23:19,Electron,StatusActive,283.3,Failure
1057,Northrop,"Tanegashima Space Center, Japan",2011-04-02 21:13,Ariane 5,StatusActive,,Success
1058,Blue Origin,"Wenchang, China",1962-07-26 04:40,Antares,StatusRetired,217.2,Success
1059,SpaceX,"Jiuquan, China",1984-10-26 07:33,Delta II,StatusRetired,367.6,Failure
1060,CASC,"Jiuquan, China",1973-11-18 15:44,Proton-M,StatusActive,,Partial Failure
1061,Arianespace,"Tanegashima Space Center, Japan",1961-11-23 06:15,Starship,StatusActive,,Partial Failure
1062,Arianespace,"Baikonur Cosmodrome, Kazakhstan",1987-09-02 06:26,Delta II,StatusActive,29.1,Failure
1063,Arianespace,"Cape Canaveral, FL, USA",1961-09-12 13:13,Starship,StatusActive,49.0,Success
1064,Boeing,"Baikonur Cosmodrome, Kazakhstan",1994-05-22 11:32,Falcon 9,StatusRetired,,Failure
1065,SpaceX,"Satish Dhawan Space Centre, India",1959-10-05 00:43,Starship,StatusActive,,Partial Failure
1066,JAXA,"Baikonur Cosmodrome, Kazakhstan",2009-01-20 19:52,Soyuz,StatusActive,,Success
1067,Northrop,"Kennedy Space Center, FL, USA",1979-01-07 14:35,Proton-M,StatusActive,220.9,Success
1068,Arianespace,"Plesetsk Cosmodrome, Russia",1993-06-24 06:31,New Glenn,StatusRetired,,Success
1069,Arianespace,"Kennedy Space Center, FL, USA",2009-02-16 15:02,Long March 3B,StatusActive,114.2,Success
1070,Roscosmos,"Vandenberg AFB, CA, USA",1993-08-20 06:28,Antares,StatusActive,,Success
1071,JAXA,"Satish Dhawan Space Centre, India",1966-09-01 23:21,Vega,StatusRetired,,Partial Failure
1072,RVSN USSR,"Jiuquan, China",1966-04-01 05:47,Electron,StatusRetired,,Partial Failure
1073,ESA,"Satish Dhawan Space Centre, India",1975-05-17 23:39,Vulcan,StatusActive,1758.4,Partial Failure
1074,Rocket Lab,"Baikonur Cosmodrome, Kazakhstan",1973-11-27 22:53,Soyuz,StatusActive,,Failure
1075,Roscosmos,"Guiana Space Centre, French Guiana",1977-08-01 05:09,Delta II,StatusRetired,47.9,Success
1076,RVSN USSR,"Satish Dhawan Space Centre, India",1970-03-21 15:10,Electron,StatusRetired,,Failure
1077,ISRO,"Wenchang, China",1965-05-20 12:05,Atlas V,StatusActive,40.2,Failure
1078,RVSN USSR,"Satish Dhawan Space Centre, India",2002-03-13 23:32,Antares,StatusActive,,Success
1079,SpaceX,"Kennedy Space Center, FL, USA",1957-12-09 20:50,Starship,StatusActive,61.5,Failure
1080,Rocket Lab,"Guiana Space Centre, French Guiana",2007-10-15 11:55,Electron,StatusRetired,165.6,Success
1081,ULA,"Cape Canaveral, FL, USA",2001-03-03 05:17,Ariane 5,StatusRetired,,Success
1082,ISRO,"Kennedy Space Center, FL, USA",1969-03-14 12:38,Starship,StatusRetired,,Success
1083,SpaceX,"Guiana Space Centre, French Guiana",1960-12-23 22:12,Delta II,StatusRetired,932.4,Partial Failure
1084,CASC,"Guiana Space Centre, French Guiana",2018-07-11 20:39,Long March 3B,StatusRetired,,Success
1085,Arianespace,"Satish Dhawan Space Centre, India",1957-07-24 20:48,Falcon 9,StatusRetired,136.0,Failure
1086,Arianespace,"Tanegashima Space Center, Japan",2005-07-22 08:51,Long March 3B,StatusRetired,,Partial Failure
1087,SpaceX,"Plesetsk Cosmodrome, Russia",1996-10-12 12:33,Long March 3B,StatusRetired,609.4,Success
1088,ISRO,"Tanegashima Space Center, Japan",1988-08-13 03:29,Delta II,StatusActive,90.4,Success
1089,SpaceX,"Guiana Space Centre, French Guiana",1990-05-26 01:35,Atlas V,StatusRetired,,Success
1090,CASC,"Satish Dhawan Space Centre, India",1984-05-13 17:04,Proton-M,StatusRetired,79.2,Success
1091,SpaceX,"Plesetsk Cosmodrome, Russia",1987-04-01 18:41,Vulcan,StatusRetired,94.1,Success
1092,Roscosmos,"Jiuquan, China",1964-07-24 17:56,Starship,StatusActive,,Partial Failure
1093,Arianespace,"Wenchang, China",1995-10-10 20:09,Electron,StatusRetired,133.2,Success
1094,Arianespace,"Baikonur Cosmodrome, Kazakhstan",1982-04-03 04:48,Soyuz,StatusRetired,198.0,Failure
1095,ULA,"Plesetsk Cosmodrome, Russia",2014-02-24 21:12,Antares,StatusRetired,,Success
1096,Northrop,"Jiuquan, China",1990-04-28 22:16,Atlas V,StatusActive,165.7,Success
1097,SpaceX,"Jiuquan, China",2010-08-04 08:23,H-IIA,StatusRetired,215.1,Success
1098,SpaceX,"Wenchang, China",2010-09-16 11:13,Electron,StatusActive,,Success
1099,Arianespace,"Vandenberg AFB, CA, USA",1959-03-08 13:07,Delta II,StatusRetired,92.0,Failure
1100,Rocket Lab,"Cape Canaveral, FL, USA",2015-07-16 22:36,Vega,StatusRetired,,Success
1101,CASC,"Wenchang, China",2006-12-27 18:27,Long March 3B,StatusActive,497.8,Success
1102,Roscosmos,"Cape Canaveral, FL, USA",1968-09-17 13:40,Vega,StatusActive,,Failure
1103,Arianespace,"Vandenberg AFB, CA, USA",1957-11-19 06:58,Antares,StatusRetired,439.7,Success
1104,ULA,"Vandenberg AFB, CA, USA",2010-04-22 07:45,Soyuz,StatusActive,1804.9,Success
1105,SpaceX,"Wenchang, China",2000-10-15 21:59,Starship,StatusRetired,152.9,Failure
1106,SpaceX,"Cape Canaveral, FL, USA",1961-03-16 13:10,Long March 3B,StatusRetired,,Failure
1107,ULA,"Tanegashima Space Center, Japan",1986-05-15 13:20,Falcon 9,StatusActive,,Partial Failure
